ankle_time,ankle_position,ankle_velocity,ankle_acceleration,ankle_torque,ankle_torqueFirstDerivative,ankle_torqueSecondDerivative,knee_time,knee_position,knee_velocity,knee_acceleration,knee_torque,knee_torqueFirstDerivative,knee_torqueSecondDerivative
0,-0.141498599405148,0.325625142430543,-15.63501199656,-0.0414595322607945,-1.72318947619286,-29.854257818648,0,1.24154106197013,-1.1690538263291,11.9228685470734,-0.0922037961234632,1.62549694994902,32.5895716894211
0.00471571906354515,-0.139789196965885,0.325625142430543,-15.63501199656,-0.0492536601372558,-1.72318947619286,-29.854257818648,0.00471571906354515,1.23589556214215,-1.1690538263291,11.9228685470734,-0.0849007727189025,1.62549694994902,32.5895716894211
0.0094314381270903,-0.138427486021689,0.251863176973895,-15.6484315091675,-0.0577116871867606,-1.8639448984744,-29.8420134752246,0.0094314381270903,1.23051520313987,-1.11284152182643,11.9175272632856,-0.076873022214245,1.77930559610125,32.6427477425154
0.0141471571906355,-0.137413764995764,0.177622921775878,-15.8378611209137,-0.0668333411195227,-2.00412260379929,-29.6092402724948,0.0141471571906355,1.22539986618379,-1.0568801912614,11.8164271181886,-0.068119362080088,1.93535434985667,33.5396315097842
0.0188628762541806,-0.136752246425007,0.10235516988098,-16.0842067040157,-0.0766134455235966,-2.14274969972449,-29.1843791340793,0.0188628762541806,1.22054730300824,-1.00159386545343,11.6312486500246,-0.0586198474095768,2.09690362599394,34.9755934051727
0.0235785953177258,-0.136448408544044,0.0256006214286195,-16.4684315757786,-0.0870425523343155,-2.27852037859628,-28.39779530942,0.0235785953177258,1.21595339561329,-0.947560217237992,11.2851496711301,-0.0483425452730548,2.26781051851026,37.5083227116756
0.0282943143812709,-0.136510795747988,-0.0528505342486412,-16.8037606901798,-0.0981031694956418,-2.40993324450089,-27.3361719323912,0.0282943143812709,1.21161044744767,-0.895461441010553,10.810643367171,-0.0372311328202827,2.45191694401591,40.5736932119971
0.0330100334448161,-0.136946865087793,-0.132833716031504,-17.118184491489,-0.109771688620244,-2.53543912595273,-25.8925636053436,0.0330100334448161,1.2075079064372,-0.846030739838582,10.1535830873254,-0.0252174423228045,2.65241347510767,44.4595873503243
0.0377257525083612,-0.13776360872193,-0.213806203634551,-17.2233386195903,-0.122016006737069,-2.65356643089502,-24.206818207057,0.0377257525083612,1.20363116087126,-0.800007997085174,9.36528227900999,-0.0122150592423442,2.8715377170289,48.4739563864804
0.0424414715719064,-0.138963365068561,-0.29487953578642,-17.1609540235431,-0.134798636229354,-2.76303177249189,-22.2189082290606,0.0424414715719064,1.19996268051152,-0.758098569476715,8.40907070670801,0.00186528798495969,3.11035853473161,52.813170554103
0.0471571906354515,-0.140544746818645,-0.374908108135868,-16.7802419090594,-0.148075369942511,-2.86277336593379,-20.0828455853061,0.0471571906354515,1.19648120111901,-0.720960627974947,7.34163072453521,0.0171200948310442,3.36879873765062,56.7948020314054
0.0518729096989967,-0.142499287693789,-0.452586097721081,-16.1640401987115,-0.16179870610204,-2.95199719732527,-17.7581836147701,0.0518729096989967,1.1931629849567,-0.689183444424074,6.13550102257432,0.0336379048417314,3.64570534952529,60.6450234303343
0.0565886287625418,-0.144813284596483,-0.526564032851713,-15.2109989559813,-0.175916948860428,-3.03016763572879,-15.3949526726792,0.0565886287625418,1.18998121010471,-0.663285292848968,4.84825404261937,0.0515043392646941,3.93907236356098,63.7758803947308
0.061304347826087,-0.147465543789581,-0.595520562959043,-14.0343946640078,-0.190377544673128,-3.09699714355494,-12.94834213586,0.061304347826087,1.18690725075659,-0.643707571760203,3.45492128438491,0.0707890221167881,4.24615216411753,66.46080097606
0.0660200668896321,-0.150429899939441,-0.658250303030121,-12.5701333945062,-0.205126085799642,-3.15241756615793,-10.5562058900905,0.0660200668896321,1.18391012196971,-0.6308152284345,2.01289524665481,0.0915516606787792,4.56369849089007,68.2148752012308
0.0707357859531773,-0.153673790794748,-0.713702527890959,-10.9479023975373,-0.220109375899099,-3.1965639641285,-8.1668763697653,0.0707357859531773,1.18095775595998,-0.624889781341082,0.500166712117789,0.113831262064313,4.88807230551239,69.3564305747632
0.0754515050167224,-0.157161141172392,-0.761018451635305,-9.1194184529013,-0.235274281046606,-3.22973308865406,-5.90059630136057,0.0754515050167224,1.17801651266074,-0.626131374791697,-1.02674322521489,0.137653212188963,5.21538339824658,69.4606144288146
0.0801672240802676,-0.16085128923492,-0.799540059876019,-7.21811468748729,-0.250570403691756,-3.25237151282169,-3.70066444491022,0.0801672240802676,1.17505243663921,-0.634649637530032,-2.58596678722097,0.16301982789393,5.54156230949803,68.876257151589
0.0848829431438127,-0.164701953777243,-0.828823415784701,-5.20135115179801,-0.265948821736095,-3.26503998635383,-1.67220588999771,0.0848829431438127,1.172030853872,-0.650464482490293,-4.12132206826209,0.189918114238409,5.86247340248914,67.2264617198198
